tp,fp,tn,fn,tpr,recall,fpr,precision,f1,iou,noise_type,noise_level,frame_idx,snr_like,gaussian_sigma,fpn_std,quant_bits,defect_rate
195,0,12091,2,0.9898477157360406,0.9898477157360406,0.0,1.0,0.9948979591836734,0.9898477157360406,quantization,6.0,0,32.66497461928935,1.0,0.0,5,0.0
194,0,12091,3,0.9847715736040609,0.9847715736040609,0.0,1.0,0.9923273657289001,0.9847715736040609,quantization,6.0,1,32.497461928934,1.0,0.0,5,0.0
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,quantization,6.0,2,32.83248730964465,1.0,0.0,5,0.0
193,0,12091,4,0.9796954314720813,0.9796954314720813,0.0,1.0,0.9897435897435898,0.9796954314720813,quantization,6.0,3,32.329949238578706,1.0,0.0,5,0.0
192,0,12091,5,0.9746192893401016,0.9746192893401016,0.0,1.0,0.987146529562982,0.9746192893401016,quantization,6.0,4,32.162436548223354,1.0,0.0,5,0.0
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,quantization,6.0,5,32.83248730964465,1.0,0.0,5,0.0
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,quantization,6.0,6,32.83248730964465,1.0,0.0,5,0.0
195,0,12091,2,0.9898477157360406,0.9898477157360406,0.0,1.0,0.9948979591836734,0.9898477157360406,quantization,6.0,7,32.66497461928935,1.0,0.0,5,0.0
195,0,12091,2,0.9898477157360406,0.9898477157360406,0.0,1.0,0.9948979591836734,0.9898477157360406,quantization,6.0,8,32.66497461928935,1.0,0.0,5,0.0
194,0,12091,3,0.9847715736040609,0.9847715736040609,0.0,1.0,0.9923273657289001,0.9847715736040609,quantization,6.0,9,32.497461928934,1.0,0.0,5,0.0
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,quantization,8.0,0,32.83248730964465,1.0,0.0,5,0.0
195,0,12091,2,0.9898477157360406,0.9898477157360406,0.0,1.0,0.9948979591836734,0.9898477157360406,quantization,8.0,1,32.66497461928935,1.0,0.0,5,0.0
194,0,12091,3,0.9847715736040609,0.9847715736040609,0.0,1.0,0.9923273657289001,0.9847715736040609,quantization,8.0,2,32.497461928934,1.0,0.0,5,0.0
193,0,12091,4,0.9796954314720813,0.9796954314720813,0.0,1.0,0.9897435897435898,0.9796954314720813,quantization,8.0,3,32.329949238578706,1.0,0.0,5,0.0
194,0,12091,3,0.9847715736040609,0.9847715736040609,0.0,1.0,0.9923273657289001,0.9847715736040609,quantization,8.0,4,32.497461928934,1.0,0.0,5,0.0
194,0,12091,3,0.9847715736040609,0.9847715736040609,0.0,1.0,0.9923273657289001,0.9847715736040609,quantization,8.0,5,32.497461928934,1.0,0.0,5,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,quantization,8.0,6,33.0,1.0,0.0,5,0.0
194,0,12091,3,0.9847715736040609,0.9847715736040609,0.0,1.0,0.9923273657289001,0.9847715736040609,quantization,8.0,7,32.497461928934,1.0,0.0,5,0.0
194,0,12091,3,0.9847715736040609,0.9847715736040609,0.0,1.0,0.9923273657289001,0.9847715736040609,quantization,8.0,8,32.497461928934,1.0,0.0,5,0.0
193,0,12091,4,0.9796954314720813,0.9796954314720813,0.0,1.0,0.9897435897435898,0.9796954314720813,quantization,8.0,9,32.329949238578706,1.0,0.0,5,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,0.0,0,22.979518957735436,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,0.0,1,23.04957163845367,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,0.0,2,22.786458944272255,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,0.0,3,22.902269878118133,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,0.0,4,22.76420069192152,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,0.0,5,22.799429031430112,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,0.0,6,22.572829615631083,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,0.0,7,22.8994951418096,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,0.0,8,22.788325412474105,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,0.0,9,22.835335709232233,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,1.0,0,1.0035735442092713,1.0,0.0,10,0.0025
197,1,12090,0,1.0,1.0,8.270614506657845e-05,0.9949494949494949,0.9974683544303797,0.9949494949494949,defects,1.0,1,0.8969543585517389,1.0,0.0,10,0.0025
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,1.0,2,0.8475159488072882,1.0,0.0,10,0.0025
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,defects,1.0,3,0.9538371806980281,1.0,0.0,10,0.0025
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,1.0,4,0.8710146185078268,1.0,0.0,10,0.0025
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,1.0,5,0.9273646191015343,1.0,0.0,10,0.0025
195,0,12091,2,0.9898477157360406,0.9898477157360406,0.0,1.0,0.9948979591836734,0.9898477157360406,defects,1.0,6,0.8421000649520253,1.0,0.0,10,0.0025
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,1.0,7,0.9608340396574178,1.0,0.0,10,0.0025
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,defects,1.0,8,0.9576788291822029,1.0,0.0,10,0.0025
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,1.0,9,0.9028073261094908,1.0,0.0,10,0.0025
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,2.0,0,0.6927372000754256,1.0,0.0,10,0.005
195,0,12091,2,0.9898477157360406,0.9898477157360406,0.0,1.0,0.9948979591836734,0.9898477157360406,defects,2.0,1,0.5817749080993844,1.0,0.0,10,0.005
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,2.0,2,0.5879072194460517,1.0,0.0,10,0.005
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,2.0,3,0.797076885988407,1.0,0.0,10,0.005
196,1,12090,1,0.9949238578680203,0.9949238578680203,8.270614506657845e-05,0.9949238578680203,0.9949238578680203,0.98989898989899,defects,2.0,4,0.561108335074877,1.0,0.0,10,0.005
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,defects,2.0,5,0.5882400220876194,1.0,0.0,10,0.005
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,2.0,6,0.8134037414250378,1.0,0.0,10,0.005
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,defects,2.0,7,0.6495333121310055,1.0,0.0,10,0.005
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,2.0,8,0.5894551374790504,1.0,0.0,10,0.005
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,2.0,9,0.7393823679099601,1.0,0.0,10,0.005
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,defects,4.0,0,0.4585856472486504,1.0,0.0,10,0.01
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,4.0,1,0.39875047289760435,1.0,0.0,10,0.01
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,defects,4.0,2,0.3709682059827279,1.0,0.0,10,0.01
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,defects,4.0,3,0.5509271202719332,1.0,0.0,10,0.01
194,0,12091,3,0.9847715736040609,0.9847715736040609,0.0,1.0,0.9923273657289001,0.9847715736040609,defects,4.0,4,0.5209886070053382,1.0,0.0,10,0.01
195,0,12091,2,0.9898477157360406,0.9898477157360406,0.0,1.0,0.9948979591836734,0.9898477157360406,defects,4.0,5,0.47987420512483153,1.0,0.0,10,0.01
196,1,12090,1,0.9949238578680203,0.9949238578680203,8.270614506657845e-05,0.9949238578680203,0.9949238578680203,0.98989898989899,defects,4.0,6,0.5773434684159267,1.0,0.0,10,0.01
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,4.0,7,0.39019055305934874,1.0,0.0,10,0.01
197,1,12090,0,1.0,1.0,8.270614506657845e-05,0.9949494949494949,0.9974683544303797,0.9949494949494949,defects,4.0,8,0.4829537386119305,1.0,0.0,10,0.01
194,0,12091,3,0.9847715736040609,0.9847715736040609,0.0,1.0,0.9923273657289001,0.9847715736040609,defects,4.0,9,0.3496712270422975,1.0,0.0,10,0.01
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,defects,6.0,0,0.3877368749158306,1.0,0.0,10,0.015
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,defects,6.0,1,0.33875438734850655,1.0,0.0,10,0.015
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,defects,6.0,2,0.38751919249878236,1.0,0.0,10,0.015
195,1,12090,2,0.9898477157360406,0.9898477157360406,8.270614506657845e-05,0.9948979591836735,0.9923664122137404,0.9848484848484849,defects,6.0,3,0.295587776227414,1.0,0.0,10,0.015
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,defects,6.0,4,0.3959828140827129,1.0,0.0,10,0.015
193,0,12091,4,0.9796954314720813,0.9796954314720813,0.0,1.0,0.9897435897435898,0.9796954314720813,defects,6.0,5,0.2888149677676817,1.0,0.0,10,0.015
196,2,12089,1,0.9949238578680203,0.9949238578680203,0.0001654122901331569,0.98989898989899,0.9924050632911392,0.9849246231155779,defects,6.0,6,0.41070179750063146,1.0,0.0,10,0.015
196,3,12088,1,0.9949238578680203,0.9949238578680203,0.0002481184351997353,0.9849246231155779,0.9898989898989898,0.98,defects,6.0,7,0.4860270763909084,1.0,0.0,10,0.015
197,1,12090,0,1.0,1.0,8.270614506657845e-05,0.9949494949494949,0.9974683544303797,0.9949494949494949,defects,6.0,8,0.4131235173086954,1.0,0.0,10,0.015
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,defects,6.0,9,0.34941475868488303,1.0,0.0,10,0.015
193,2,12089,4,0.9796954314720813,0.9796954314720813,0.0001654122901331569,0.9897435897435898,0.9846938775510204,0.9698492462311558,defects,8.0,0,0.29753178212127085,1.0,0.0,10,0.02
195,0,12091,2,0.9898477157360406,0.9898477157360406,0.0,1.0,0.9948979591836734,0.9898477157360406,defects,8.0,1,0.34919414690205036,1.0,0.0,10,0.02
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,defects,8.0,2,0.2744422769641339,1.0,0.0,10,0.02
196,2,12089,1,0.9949238578680203,0.9949238578680203,0.0001654122901331569,0.98989898989899,0.9924050632911392,0.9849246231155779,defects,8.0,3,0.4047430750668194,1.0,0.0,10,0.02
196,1,12090,1,0.9949238578680203,0.9949238578680203,8.270614506657845e-05,0.9949238578680203,0.9949238578680203,0.98989898989899,defects,8.0,4,0.28184125593890974,1.0,0.0,10,0.02
194,0,12091,3,0.9847715736040609,0.9847715736040609,0.0,1.0,0.9923273657289001,0.9847715736040609,defects,8.0,5,0.41194080196461347,1.0,0.0,10,0.02
194,0,12091,3,0.9847715736040609,0.9847715736040609,0.0,1.0,0.9923273657289001,0.9847715736040609,defects,8.0,6,0.24453184982453025,1.0,0.0,10,0.02
193,0,12091,4,0.9796954314720813,0.9796954314720813,0.0,1.0,0.9897435897435898,0.9796954314720813,defects,8.0,7,0.34699088538238576,1.0,0.0,10,0.02
194,1,12090,3,0.9847715736040609,0.9847715736040609,8.270614506657845e-05,0.9948717948717949,0.9897959183673469,0.9797979797979798,defects,8.0,8,0.18689986375230092,1.0,0.0,10,0.02
193,1,12090,4,0.9796954314720813,0.9796954314720813,8.270614506657845e-05,0.9948453608247423,0.9872122762148339,0.9747474747474747,defects,8.0,9,0.3121392334820763,1.0,0.0,10,0.02
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,0.0,0,22.817341049027696,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,0.0,1,22.981557893526265,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,0.0,2,22.54120016805142,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,0.0,3,22.99533020541244,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,0.0,4,22.855241706199227,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,0.0,5,22.78509677580425,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,0.0,6,22.8918070388029,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,0.0,7,22.643212700502872,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,0.0,8,22.869328325100682,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,0.0,9,22.82712454116899,1.0,0.0,10,0.0
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,1.0,0,1.2485764867658822,2.0,0.75,9,0.0015
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,combined,1.0,1,1.4488304632764077,2.0,0.75,9,0.0015
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,1.0,2,1.0692774473988331,2.0,0.75,9,0.0015
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,combined,1.0,3,1.247845847483486,2.0,0.75,9,0.0015
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,1.0,4,1.2400169327485207,2.0,0.75,9,0.0015
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,1.0,5,1.1145124148318362,2.0,0.75,9,0.0015
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,1.0,6,1.312560952352266,2.0,0.75,9,0.0015
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,1.0,7,1.343536642031854,2.0,0.75,9,0.0015
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,1.0,8,1.2287589426519214,2.0,0.75,9,0.0015
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,combined,1.0,9,1.396179711371945,2.0,0.75,9,0.0015
193,0,12091,4,0.9796954314720813,0.9796954314720813,0.0,1.0,0.9897435897435898,0.9796954314720813,combined,2.0,0,0.7174779226982728,3.0,1.5,8,0.003
190,0,12091,7,0.9644670050761421,0.9644670050761421,0.0,1.0,0.9819121447028424,0.9644670050761421,combined,2.0,1,0.7693807460420712,3.0,1.5,8,0.003
195,1,12090,2,0.9898477157360406,0.9898477157360406,8.270614506657845e-05,0.9948979591836735,0.9923664122137404,0.9848484848484849,combined,2.0,2,0.8936994797576691,3.0,1.5,8,0.003
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,combined,2.0,3,1.0836722056180963,3.0,1.5,8,0.003
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,combined,2.0,4,0.738578813842914,3.0,1.5,8,0.003
193,0,12091,4,0.9796954314720813,0.9796954314720813,0.0,1.0,0.9897435897435898,0.9796954314720813,combined,2.0,5,0.8143468628567542,3.0,1.5,8,0.003
192,0,12091,5,0.9746192893401016,0.9746192893401016,0.0,1.0,0.987146529562982,0.9746192893401016,combined,2.0,6,0.8599528073820258,3.0,1.5,8,0.003
193,0,12091,4,0.9796954314720813,0.9796954314720813,0.0,1.0,0.9897435897435898,0.9796954314720813,combined,2.0,7,0.8384323227139642,3.0,1.5,8,0.003
194,0,12091,3,0.9847715736040609,0.9847715736040609,0.0,1.0,0.9923273657289001,0.9847715736040609,combined,2.0,8,1.0232205157414085,3.0,1.5,8,0.003
193,1,12090,4,0.9796954314720813,0.9796954314720813,8.270614506657845e-05,0.9948453608247423,0.9872122762148339,0.9747474747474747,combined,2.0,9,0.8320307333136557,3.0,1.5,8,0.003
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,4.0,0,0.8449055253762939,5.0,3.0,6,0.006
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,4.0,1,0.5239792465832355,5.0,3.0,6,0.006
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,4.0,2,0.5339817897739931,5.0,3.0,6,0.006
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,4.0,3,0.5019922063147247,5.0,3.0,6,0.006
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,4.0,4,0.5130863766813129,5.0,3.0,6,0.006
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,4.0,5,0.4721635140078195,5.0,3.0,6,0.006
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,4.0,6,0.5768995451104038,5.0,3.0,6,0.006
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,4.0,7,0.495988024213197,5.0,3.0,6,0.006
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,4.0,8,0.7049038105784289,5.0,3.0,6,0.006
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,4.0,9,0.653464451599801,5.0,3.0,6,0.006
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,6.0,0,0.4517292811315919,7.0,4.5,5,0.009000000000000001
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,6.0,1,0.46148385520166924,7.0,4.5,5,0.009000000000000001
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,6.0,2,0.3663923200419718,7.0,4.5,5,0.009000000000000001
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,6.0,3,0.3864276235504934,7.0,4.5,5,0.009000000000000001
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,6.0,4,0.5129659767784069,7.0,4.5,5,0.009000000000000001
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,6.0,5,0.49011319445167567,7.0,4.5,5,0.009000000000000001
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,6.0,6,0.4975569423834054,7.0,4.5,5,0.009000000000000001
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,6.0,7,0.4239421466128957,7.0,4.5,5,0.009000000000000001
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,6.0,8,0.5136511268491671,7.0,4.5,5,0.009000000000000001
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,6.0,9,0.4102562071425888,7.0,4.5,5,0.009000000000000001
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,8.0,0,0.30703903002536387,9.0,6.0,5,0.012
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,8.0,1,0.37091211119552286,9.0,6.0,5,0.012
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,8.0,2,0.3995255222795492,9.0,6.0,5,0.012
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,8.0,3,0.32422797087623506,9.0,6.0,5,0.012
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,8.0,4,0.39251578943674426,9.0,6.0,5,0.012
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,8.0,5,0.48714234255524014,9.0,6.0,5,0.012
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,8.0,6,0.34135816525876594,9.0,6.0,5,0.012
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,8.0,7,0.3674830917476389,9.0,6.0,5,0.012
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,8.0,8,0.3974526699158866,9.0,6.0,5,0.012
0,0,12091,197,0.0,0.0,0.0,0.0,0.0,0.0,combined,8.0,9,0.46208075667336856,9.0,6.0,5,0.012
